Season;Week;Home or Away;Opponent;Outcome
Regular Season;5;Away;NYJ;W
Regular Season;6;Home;GB;L
Regular Season;7;Home;BAL;W
Regular Season;9;Home;BUF;W
Regular Season;10;Away;CHI;W
Regular Season;11;Home;JAC;W
Regular Season;12;Away;DET;W
Regular Season;13;Away;TEN;W
Regular Season;14;Away;NE;L
Regular Season;15;Home;IND;W
Regular Season;16;Home;MIN;L
Regular Season;17;Away;IND;L
Postseason;18;Home;CIN;W
Postseason;19;Away;NE;L
Preseason;1;Home;NYJ;W
Preseason;2;Home;NO;W
Preseason;3;Away;SF;W
Preseason;4;Away;MIN;L
Regular Season;1;Home;IND;W
Regular Season;2;Away;MIA;W
Regular Season;3;Away;NO;L
Regular Season;4;Home;PIT;W
Regular Season;5;Home;OAK;L
Regular Season;6;Away;BAL;L
Regular Season;7;Away;TEN;W
Regular Season;8;Home;JAC;W
Regular Season;9;Home;CLE;W
Regular Season;10;Away;TB;W
Regular Season;12;Away;JAC;W
Regular Season;13;Home;ATL;W
Regular Season;14;Away;CIN;W
Regular Season;15;Home;CAR;L
Regular Season;16;Away;IND;L
Regular Season;17;Home;TEN;L
Postseason;18;Home;CIN;W
Postseason;19;Away;BAL;L
Regular Season;16;Home;ATL;L
Regular Season;17;Away;BAL;L
Preseason;1;Away;NO;W
Preseason;2;Home;ATL;L
Preseason;3;Home;TEN;L
Regular Season;2;Home;PIT;L
Regular Season;3;Home;CIN;W
Regular Season;4;Away;BUF;W
Regular Season;1;Away;NE;W
Regular Season;2;Home;DEN;L
Regular Season;3;Away;BUF;L
Regular Season;4;Home;CHI;W
Regular Season;5;Away;CIN;W
Regular Season;6;Home;NE;W
Regular Season;7;Home;BUF;L
Regular Season;8;Home;MIA;L
Regular Season;9;Away;PHI;W
Regular Season;10;Away;NYJ;W
Regular Season;11;Home;PIT;L
Regular Season;12;Away;MIA;L
Regular Season;13;Away;CLE;L
Regular Season;14;Home;NYJ;L
Regular Season;15;Away;DEN;L
Regular Season;16;Home;HOU;W
Regular Season;3;Home;WAS;L
Regular Season;4;Away;DET;W
Regular Season;5;Home;HOU;W
Regular Season;6;Home;PHI;W
Regular Season;7;Away;WAS;L
Regular Season;8;Away;STL;L
Regular Season;9;Away;PHI;W
Regular Season;1;Home;ARI;W
Regular Season;2;Away;PHI;W
Regular Season;3;Away;CHI;W
Regular Season;4;Home;WAS;L
Regular Season;5;Away;TEN;L
Regular Season;6;Away;ATL;W
Regular Season;7;Home;DAL;W
Regular Season;9;Home;PHI;W
Regular Season;10;Away;CLE;W
Regular Season;11;Home;STL;L
Regular Season;12;Home;DET;L
Regular Season;13;Away;ARI;W
Regular Season;14;Away;WAS;W
Regular Season;15;Home;PIT;W
Regular Season;16;Away;DAL;W
Regular Season;17;Home;JAC;W
Postseason;19;Home;PHI;W
Postseason;20;Home;MIN;W
Postseason;21;Home;BAL;L
Regular Season;1;Away;TB;W
Regular Season;2;Home;WAS;L
Regular Season;3;Away;NE;L
Regular Season;4;Home;PHI;W
Regular Season;5;Away;ARI;L
Regular Season;6;Home;DAL;W
Regular Season;7;Home;NO;W
Regular Season;8;Away;PHI;W
Regular Season;10;Home;IND;L
Regular Season;11;Away;WAS;L
Regular Season;12;Home;ARI;L
Regular Season;13;Home;NYJ;W
Regular Season;14;Away;BUF;W
Regular Season;15;Away;STL;L
Regular Season;16;Home;MIN;L
Regular Season;17;Away;DAL;L
Regular Season;1;Home;WAS;W
Regular Season;2;Away;OAK;L
Regular Season;3;Home;DAL;L
Regular Season;4;Away;SD;W
Regular Season;5;Away;TB;L
Regular Season;6;Home;ATL;L
Regular Season;7;Home;ARI;W
Regular Season;9;Away;WAS;L
Regular Season;10;Away;DAL;L
Regular Season;11;Home;GB;L
Regular Season;12;Home;PHI;W
Regular Season;13;Away;SF;L
Regular Season;14;Away;ARI;W
Regular Season;15;Home;DEN;W
Regular Season;16;Home;KC;W
Regular Season;17;Away;PHI;W
Regular Season;1;Home;PHI;W
Regular Season;2;Away;JAC;L
Regular Season;3;Home;BAL;L
Regular Season;4;Away;STL;L
Regular Season;5;Home;NO;W
Regular Season;6;Home;DAL;W
Regular Season;7;Away;ARI;W
Regular Season;8;Away;DET;W
Regular Season;9;Home;CIN;W
Regular Season;11;Away;TEN;L
Regular Season;12;Home;ARI;W
Regular Season;14;Home;TB;L
Regular Season;15;Away;PHI;W
Regular Season;16;Home;WAS;W
Regular Season;17;Away;DAL;W
Postseason;18;Home;MIN;L
Regular Season;1;Home;STL;W
Regular Season;2;Away;RAI;L
Regular Season;3;Home;CHI;L
Regular Season;4;Away;DAL;L
Regular Season;5;Away;TB;L
Regular Season;6;Home;SD;L
Regular Season;7;Away;DEN;L
Regular Season;8;Home;SEA;L
Regular Season;9;Home;DET;W
Regular Season;10;Away;NO;W
Regular Season;11;Home;MIN;W
Regular Season;12;Home;RAM;W
Regular Season;13;Away;DET;L
Regular Season;14;Home;TB;W
Regular Season;15;Away;CHI;W
Regular Season;16;Away;MIN;W
Regular Season;1;Away;HOU;W
Regular Season;2;Home;PIT;L
Regular Season;3;Home;RAM;W
Regular Season;4;Away;NYG;L
Regular Season;5;Home;TB;W
Regular Season;6;Away;DET;L
Regular Season;7;Home;WAS;W
Regular Season;8;Home;MIN;L
Regular Season;9;Away;CIN;L
Regular Season;10;Home;CLE;W
Regular Season;11;Away;MIN;W
Regular Season;12;Home;DET;L
Regular Season;13;Away;ATL;L
Regular Season;14;Home;CHI;W
Regular Season;15;Away;TB;W
Regular Season;16;Away;CHI;L
Regular Season;3;Home;MIN;W
Regular Season;4;Away;NYJ;L
Regular Season;5;Home;BUF;W
Regular Season;6;Home;DET;L
Regular Season;8;Away;ATL;W
Regular Season;9;Away;DET;L
Postseason;10;Home;STL;W
Postseason;11;Away;DAL;L
Regular Season;1;Away;CHI;W
Regular Season;2;Home;ATL;L
Regular Season;3;Away;LA;L
Regular Season;4;Home;MIN;L
Regular Season;5;Away;NYG;W
Regular Season;6;Home;TB;L
Regular Season;7;Home;SF;L
Regular Season;8;Away;DET;L
Regular Season;9;Home;SEA;W
Regular Season;10;Home;NYG;W
Regular Season;11;Home;CHI;W
Regular Season;12;Away;TB;L
Regular Season;13;Away;MIN;W
Regular Season;14;Home;DET;W
Regular Season;15;Away;NO;W
Regular Season;16;Away;NYJ;L
Regular Season;6;Home;PHO;W
Regular Season;10;Away;PHI;L
Regular Season;11;Away;PHO;W
Regular Season;14;Away;CIN;L
Regular Season;15;Home;PHI;L
Regular Season;16;Away;WAS;L
Regular Season;17;Home;HOU;W
Regular Season;6;Away;WAS;W
Regular Season;8;Home;WAS;W
Regular Season;9;Away;IND;W
Regular Season;11;Home;DET;W
Regular Season;12;Away;PHI;L
Regular Season;16;Away;PHO;W
Regular Season;17;Away;NE;W
Postseason;19;Home;CHI;W
Postseason;20;Away;SF;W
Postseason;21;Home;BUF;W
Regular Season;1;Home;SEA;W
Regular Season;2;Away;WAS;W
Regular Season;3;Home;SF;L
Regular Season;4;Away;CHI;L
Regular Season;5;Home;NYG;W
Regular Season;6;Away;PHO;W
Regular Season;7;Home;RAI;W
Regular Season;8;Away;DEN;W
Regular Season;9;Away;SD;L
Regular Season;10;Home;WAS;L
Regular Season;11;Home;MIN;W
Regular Season;12;Away;DAL;W
Regular Season;13;Away;NYG;W
Regular Season;14;Home;DAL;W
Regular Season;15;Away;NO;L
Regular Season;16;Home;PHO;W
Postseason;17;Home;RAM;L
Regular Season;1;Away;TB;W
Regular Season;2;Home;CIN;L
Regular Season;3;Away;WAS;L
Regular Season;4;Away;MIN;L
Regular Season;5;Home;HOU;W
Regular Season;6;Home;NYG;W
Regular Season;7;Away;CLE;L
Regular Season;8;Home;DAL;W
Regular Season;9;Home;ATL;L
Regular Season;10;Home;RAM;W
Regular Season;11;Away;PIT;W
Regular Season;12;Away;NYG;W
Regular Season;13;Home;PHO;W
Regular Season;14;Home;WAS;L
Regular Season;15;Away;PHO;W
Regular Season;16;Away;DAL;W
Postseason;18;Away;CHI;L
Regular Season;1;Away;WAS;L
Regular Season;2;Home;NO;W
Regular Season;6;Home;DAL;W
Regular Season;7;Away;STL;W
Regular Season;8;Home;WAS;W
Regular Season;9;Home;NYG;L
Regular Season;10;Home;STL;L
Regular Season;11;Away;NE;W
Regular Season;12;Away;NYG;L
Regular Season;13;Home;MIA;L
Regular Season;14;Away;NYJ;W
Regular Season;15;Home;BUF;W
Regular Season;1;Away;WAS;L
Regular Season;2;Away;CHI;L
Regular Season;3;Home;DEN;L
Regular Season;4;Home;RAM;W
Regular Season;5;Away;ATL;W
Regular Season;6;Away;NYG;L
Regular Season;7;Home;DAL;L
Regular Season;8;Home;SD;W
Regular Season;9;Away;STL;L
Regular Season;10;Home;NYG;L
Regular Season;11;Home;DET;L
Regular Season;12;Away;SEA;L
Regular Season;13;Away;RAI;W
Regular Season;15;Away;DAL;W
Regular Season;16;Home;WAS;L
Regular Season;1;Away;MIN;L
Regular Season;2;Home;ATL;W
Regular Season;3;Away;RAI;W
Regular Season;4;Home;NO;L
Regular Season;5;Away;ATL;W
Regular Season;6;Home;CHI;L
Regular Season;7;Away;DET;L
Regular Season;8;Away;RAM;W
Regular Season;9;Home;PHI;W
Regular Season;10;Away;DEN;L
Regular Season;11;Home;KC;W
Regular Season;12;Home;SEA;W
Regular Season;13;Away;WAS;W
Regular Season;14;Home;RAM;L
Regular Season;15;Away;NO;W
Regular Season;16;Home;DAL;W
Postseason;17;Away;NYG;L
Regular Season;1;Away;DET;W
Regular Season;2;Home;WAS;W
Regular Season;3;Home;NO;W
Regular Season;4;Away;PHI;W
Regular Season;5;Home;ATL;W
Regular Season;6;Away;NYG;W
Regular Season;7;Home;PIT;L
Regular Season;8;Away;HOU;W
Regular Season;9;Away;RAM;W
Regular Season;10;Home;CIN;W
Regular Season;11;Away;CLE;W
Regular Season;12;Home;TB;W
Regular Season;13;Away;NO;W
Regular Season;14;Away;ATL;W
Regular Season;15;Home;MIN;W
Regular Season;16;Home;RAM;W
Postseason;18;Home;NYG;W
Postseason;19;Home;CHI;W
Postseason;20;Home;MIA;W
Regular Season;1;Home;PHI;L
Regular Season;2;Away;MIN;W
Regular Season;3;Away;STL;W
Regular Season;4;Home;ATL;W
Regular Season;5;Away;NE;W
Regular Season;6;Home;RAM;L
Regular Season;7;Away;NO;W
Regular Season;8;Away;RAM;W
Regular Season;9;Home;NYJ;L
Regular Season;10;Home;MIA;L
Regular Season;11;Home;NO;W
Regular Season;12;Away;ATL;L
Regular Season;13;Away;CHI;L
Regular Season;14;Home;TB;W
Regular Season;15;Away;BUF;W
Regular Season;16;Home;DAL;W
Postseason;18;Home;DET;W
Postseason;19;Away;WAS;L
Regular Season;1;Away;BAL;W
Regular Season;2;Home;NYJ;L
Regular Season;3;Away;CLE;L
Regular Season;4;Home;HOU;W
Regular Season;5;Away;CHI;L
Regular Season;6;Home;MIA;W
Regular Season;7;Away;SEA;W
Regular Season;8;Away;PIT;L
Regular Season;9;Home;BUF;W
Postseason;10;Away;MIA;L
Regular Season;1;Home;BAL;L
Regular Season;2;Away;PHI;L
Regular Season;3;Home;DAL;L
Regular Season;4;Away;PIT;L
Regular Season;5;Home;KC;W
Regular Season;6;Away;NYJ;L
Regular Season;7;Home;HOU;W
Regular Season;8;Away;WAS;L
Regular Season;9;Away;OAK;L
Regular Season;10;Home;MIA;L
Regular Season;11;Home;NYJ;L
Regular Season;12;Away;BUF;L
Regular Season;13;Home;STL;L
Regular Season;14;Away;MIA;L
Regular Season;15;Home;BUF;L
Regular Season;16;Away;BAL;L
Regular Season;1;Home;CLE;W
Regular Season;2;Home;ATL;L
Regular Season;3;Away;SEA;W
Regular Season;4;Home;DEN;W
Regular Season;5;Away;NYJ;W
Regular Season;6;Home;MIA;W
Regular Season;7;Away;BAL;W
Regular Season;8;Away;BUF;L
Regular Season;9;Home;NYJ;W
Regular Season;10;Away;HOU;L
Regular Season;11;Home;LA;L
Regular Season;12;Home;BAL;W
Regular Season;13;Away;SF;L
Regular Season;14;Away;MIA;L
Regular Season;15;Home;BUF;W
Regular Season;16;Away;NO;W
Regular Season;1;Home;PIT;L
Regular Season;2;Home;NYJ;W
Regular Season;3;Away;CIN;W
Regular Season;4;Home;SD;W
Regular Season;5;Away;GB;L
Regular Season;6;Home;DET;W
Regular Season;7;Away;CHI;W
Regular Season;8;Home;MIA;W
Regular Season;9;Away;BAL;L
Regular Season;10;Away;BUF;W
Regular Season;11;Away;DEN;L
Regular Season;12;Home;BAL;W
Regular Season;13;Home;BUF;L
Regular Season;14;Away;MIA;L
Regular Season;15;Away;NYJ;L
Regular Season;16;Home;MIN;W
Regular Season;1;Home;WAS;L
Regular Season;2;Away;STL;W
Regular Season;3;Home;BAL;L
Regular Season;4;Away;OAK;W
Regular Season;5;Home;SD;W
Regular Season;6;Home;PHI;W
Regular Season;7;Away;CIN;W
Regular Season;8;Home;MIA;W
Regular Season;9;Home;NYJ;W
Regular Season;10;Away;BUF;W
Regular Season;11;Home;HOU;L
Regular Season;12;Away;NYJ;W
Regular Season;13;Away;BAL;W
Regular Season;14;Away;DAL;L
Regular Season;15;Home;BUF;W
Regular Season;16;Away;MIA;L
Postseason;18;Home;HOU;L
Preseason;1;Away;ATL;L
Preseason;2;Home;NYJ;W
Preseason;3;Home;BUF;W
Preseason;4;Away;TB;W
Regular Season;1;Home;PIT;L
Regular Season;2;Home;DAL;L
Regular Season;3;Away;NYG;W
Regular Season;4;Home;CLE;W
Regular Season;5;Away;BAL;W
Regular Season;6;Home;PHI;W
Regular Season;7;Away;DET;L
Regular Season;8;Away;CIN;T
Regular Season;10;Home;MIN;W
Regular Season;11;Home;GB;W
Regular Season;12;Away;DAL;L
Regular Season;13;Away;ARI;L
Regular Season;14;Away;PHI;W
Regular Season;15;Home;CAR;L
Regular Season;16;Away;CHI;W
Regular Season;17;Home;NYG;L
Preseason;1;Away;CLE;W
Preseason;2;Home;DET;W
Preseason;3;Away;BAL;W
Preseason;4;Home;JAC;L
Regular Season;1;Home;MIA;L
Regular Season;2;Home;STL;W
Regular Season;3;Away;NYG;L
Regular Season;4;Home;PHI;W
Regular Season;5;Away;ATL;L
Regular Season;6;Away;NYJ;L
Regular Season;7;Home;TB;W
Regular Season;9;Away;NE;L
Regular Season;10;Home;NO;W
Regular Season;11;Away;CAR;L
Regular Season;12;Home;NYG;W
Regular Season;13;Home;DAL;L
Regular Season;14;Away;CHI;W
Regular Season;15;Home;BUF;W
Regular Season;16;Away;PHI;W
Regular Season;17;Away;DAL;W
Postseason;18;Home;GB;L
Preseason;1;Home;NE;W
Preseason;2;Home;CLE;W
Preseason;3;Away;BAL;L
Preseason;4;Away;TB;W
Regular Season;1;Away;HOU;L
Regular Season;2;Home;JAC;W
Regular Season;3;Away;PHI;L
Regular Season;4;Home;NYG;L
Regular Season;5;Home;SEA;L
Regular Season;6;Away;ARI;L
Regular Season;7;Home;TEN;W
Regular Season;8;Away;DAL;W
Regular Season;9;Away;MIN;L
Regular Season;11;Home;TB;L
Regular Season;12;Away;SF;L
Regular Season;13;Away;IND;L
Regular Season;14;Home;STL;L
Regular Season;15;Away;NYG;L
Preseason;1;Home;DEN;L
Preseason;2;Away;KC;W
Preseason;3;Home;MIN;W
Preseason;4;Away;SD;W
Regular Season;1;Home;GB;W
Regular Season;2;Away;SEA;L
Regular Season;3;Home;IND;L
Regular Season;4;Away;STL;W
Regular Season;5;Home;HOU;W
Regular Season;6;Home;ARI;W
Regular Season;7;Away;TEN;W
Regular Season;8;Away;JAC;W
Regular Season;10;Home;CAR;L
Regular Season;11;Away;NO;L
Regular Season;12;Away;WAS;W
Regular Season;13;Home;STL;W
Regular Season;14;Home;SEA;W
Regular Season;15;Away;TB;W
Regular Season;16;Home;ATL;W
Regular Season;17;Away;ARI;W
Postseason;18;Away;GB;W
Postseason;19;Away;CAR;W
Postseason;20;Away;SEA;L
Preseason;1;Away;DET;W
Preseason;2;Away;GB;W
Preseason;3;Home;PHI;L
Preseason;4;Home;CHI;L
Regular Season;1;Home;PHI;L
Regular Season;2;Away;CIN;L
Regular Season;3;Home;BUF;L
Regular Season;4;Away;BAL;L
Regular Season;5;Away;NYG;L
Regular Season;6;Home;CIN;W
Regular Season;7;Away;IND;L
Regular Season;8;Home;SD;W
Regular Season;9;Home;BAL;L
Regular Season;11;Away;DAL;L
Regular Season;12;Home;PIT;W
Regular Season;13;Away;OAK;W
Regular Season;14;Home;KC;W
Regular Season;15;Home;WAS;L
Regular Season;16;Away;DEN;L
Regular Season;17;Away;PIT;L
Preseason;1;Home;GB;W
Preseason;2;Home;DET;L
Preseason;3;Away;PHI;L
Preseason;4;Away;CHI;L
Regular Season;1;Home;CIN;L
Regular Season;2;Away;IND;W
Regular Season;3;Home;MIA;W
Regular Season;4;Home;TEN;L
Regular Season;6;Away;OAK;L
Regular Season;7;Home;SEA;W
Regular Season;8;Away;SF;L
Regular Season;9;Away;HOU;L
Regular Season;10;Home;STL;L
Regular Season;11;Home;JAC;W
Regular Season;12;Away;CIN;L
Regular Season;13;Home;BAL;L
Regular Season;14;Away;PIT;L
Regular Season;15;Away;ARI;L
Regular Season;16;Away;BAL;L
Regular Season;17;Home;PIT;L
Preseason;1;Away;GB;W
Preseason;2;Home;STL;L
Preseason;3;Away;DET;L
Preseason;4;Home;CHI;W
Regular Season;1;Away;TB;L
Regular Season;2;Home;KC;L
Regular Season;3;Away;BAL;L
Regular Season;4;Home;CIN;W
Regular Season;5;Home;ATL;L
Regular Season;6;Away;PIT;L
Regular Season;7;Away;NO;W
Regular Season;9;Home;NE;W
Regular Season;10;Home;NYJ;L
Regular Season;11;Away;JAC;L
Regular Season;12;Home;CAR;W
Regular Season;13;Away;MIA;W
Regular Season;14;Away;BUF;L
Regular Season;15;Away;CIN;L
Regular Season;16;Home;BAL;L
Regular Season;17;Home;PIT;L
Preseason;1;Home;DEN;L
Preseason;2;Away;KC;L
Preseason;3;Away;SD;W
Preseason;4;Home;OAK;W
Regular Season;1;Away;STL;L
Regular Season;2;Away;GB;L
Regular Season;3;Home;CHI;W
Regular Season;4;Home;DET;W
Regular Season;5;Away;CIN;L
Regular Season;6;Home;CAR;L
Regular Season;7;Away;SF;W
Regular Season;8;Away;DAL;W
Regular Season;10;Home;ARI;L
Regular Season;11;Home;SF;W
Regular Season;12;Home;PIT;W
Regular Season;13;Away;MIN;W
Regular Season;14;Away;BAL;W
Regular Season;15;Home;CLE;W
Regular Season;16;Home;STL;L
Regular Season;17;Away;ARI;W
Postseason;18;Away;MIN;W
Postseason;19;Away;CAR;L
Preseason;1;Away;DEN;L
Preseason;2;Home;SD;W
Preseason;3;Home;CHI;W
Preseason;4;Away;OAK;L
Regular Season;1;Home;GB;W
Regular Season;2;Away;SD;L
Regular Season;3;Home;DEN;W
Regular Season;5;Away;WAS;W
Regular Season;6;Home;DAL;L
Regular Season;7;Away;STL;L
Regular Season;8;Away;CAR;W
Regular Season;9;Home;OAK;W
Regular Season;10;Home;NYG;W
Regular Season;11;Away;KC;L
Regular Season;12;Home;ARI;W
Regular Season;13;Away;SF;W
Regular Season;14;Away;PHI;W
Regular Season;15;Home;SF;W
Regular Season;16;Away;ARI;W
Regular Season;17;Home;STL;W
Postseason;19;Home;CAR;W
Postseason;20;Home;GB;W
Postseason;22;Home;NE;L
Preseason;1;Away;SD;W
Preseason;2;Home;DEN;W
Preseason;3;Away;GB;W
Preseason;4;Home;OAK;W
Regular Season;1;Away;CAR;W
Regular Season;2;Home;SF;W
Regular Season;3;Home;JAC;W
Regular Season;4;Away;HOU;W
Regular Season;5;Away;IND;L
Regular Season;6;Home;TEN;W
Regular Season;7;Away;ARI;W
Regular Season;8;Away;STL;W
Regular Season;9;Home;TB;W
Regular Season;10;Away;ATL;W
Regular Season;11;Home;MIN;W
Regular Season;13;Home;NO;W
Regular Season;14;Away;SF;L
Regular Season;15;Away;NYG;W
Regular Season;16;Home;ARI;L
Regular Season;17;Home;STL;W
Postseason;19;Home;NO;W
Postseason;20;Home;SF;W
Postseason;22;Away;DEN;W
Preseason;1;Home;TEN;W
Preseason;2;Away;DEN;W
Preseason;3;Away;KC;W
Preseason;4;Away;DET;L
Regular Season;1;Away;NYJ;L
Regular Season;2;Home;KC;W
Regular Season;3;Away;CLE;W
Regular Season;4;Home;NE;L
Regular Season;5;Away;SF;L
Regular Season;6;Away;ARI;W
Regular Season;7;Home;TEN;L
Regular Season;9;Away;HOU;L
Regular Season;10;Away;NE;L
Regular Season;11;Home;MIA;W
Regular Season;12;Away;IND;L
Regular Season;13;Home;JAC;W
Regular Season;14;Home;STL;L
Regular Season;15;Home;SEA;L
Regular Season;16;Away;MIA;L
Regular Season;17;Home;NYJ;W
Preseason;1;Away;SD;W
Preseason;2;Home;MIN;L
Preseason;3;Away;DEN;L
Preseason;4;Home;OAK;W
Regular Season;1;Away;SF;L
Regular Season;2;Away;PIT;L
Regular Season;3;Home;ARI;W
Regular Season;4;Home;ATL;L
Regular Season;5;Away;NYG;W
Regular Season;7;Away;CLE;L
Regular Season;8;Home;CIN;L
Regular Season;9;Away;DAL;L
Regular Season;10;Home;BAL;W
Regular Season;11;Away;STL;W
Regular Season;12;Home;WAS;L
Regular Season;13;Home;PHI;W
Regular Season;14;Home;STL;W
Regular Season;15;Away;CHI;W
Regular Season;16;Home;SF;L
Regular Season;17;Away;ARI;L
Preseason;1;Away;STL;W
Preseason;2;Away;SF;L
Preseason;3;Home;SEA;W
Preseason;4;Home;DEN;W
Regular Season;1;Away;NO;L
Regular Season;2;Home;MIA;L
Regular Season;3;Home;DET;W
Regular Season;5;Away;NYJ;L
Regular Season;6;Home;DAL;W
Regular Season;7;Away;GB;L
Regular Season;8;Away;NE;L
Regular Season;9;Home;ARI;W
Regular Season;10;Away;CHI;L
Regular Season;11;Home;GB;L
Regular Season;12;Away;WAS;W
Regular Season;13;Home;BUF;W
Regular Season;14;Home;NYG;L
Preseason;1;Away;IND;W
Preseason;2;Home;KC;W
Preseason;3;Away;HOU;W
Preseason;4;Home;DAL;L
Regular Season;1;Away;CLE;W
Regular Season;2;Away;DET;W
Regular Season;3;Home;SF;W
Regular Season;4;Home;GB;W
Regular Season;5;Away;STL;W
Regular Season;6;Home;BAL;W
Regular Season;7;Away;PIT;L
Regular Season;8;Away;GB;W
Regular Season;10;Home;DET;W
Regular Season;11;Home;SEA;W
Regular Season;12;Home;CHI;W
Regular Season;13;Away;ARI;L
Regular Season;14;Home;CIN;W
Regular Season;15;Away;CAR;L
Regular Season;16;Away;CHI;L
Regular Season;17;Home;NYG;W
Postseason;19;Home;DAL;W
Postseason;20;Away;NO;L
Preseason;1;Home;SEA;L
Preseason;2;Away;BAL;W
Preseason;3;Home;PIT;L
Preseason;4;Away;DAL;L
Regular Season;1;Away;GB;L
Regular Season;2;Home;IND;L
Regular Season;3;Home;CAR;W
Regular Season;4;Away;TEN;L
Regular Season;5;Away;NO;W
Regular Season;6;Home;DET;W
Regular Season;7;Away;CHI;L
Regular Season;9;Home;HOU;W
Regular Season;10;Home;GB;W
Regular Season;11;Away;TB;L
Regular Season;12;Away;JAC;W
Regular Season;13;Home;CHI;W
Regular Season;14;Away;DET;W
Regular Season;15;Away;ARI;W
Regular Season;16;Home;ATL;L
Regular Season;17;Home;NYG;W
Postseason;18;Home;PHI;L
Preseason;1;Home;STL;L
Preseason;2;Away;NYJ;W
Preseason;3;Away;SEA;L
Preseason;4;Home;DAL;W
Regular Season;1;Home;ATL;W
Regular Season;2;Away;DET;L
Regular Season;3;Away;KC;L
Regular Season;4;Home;GB;L
Regular Season;6;Away;CHI;W
Regular Season;7;Away;DAL;L
Regular Season;8;Home;PHI;L
Regular Season;9;Home;SD;W
Regular Season;10;Away;GB;L
Regular Season;11;Home;OAK;W
Regular Season;12;Away;NYG;W
Regular Season;13;Home;DET;W
Regular Season;14;Away;SF;W
Regular Season;15;Home;CHI;W
Regular Season;16;Home;WAS;L
Regular Season;17;Away;DEN;L
Preseason;1;Home;OAK;L
Preseason;2;Away;PIT;W
Preseason;3;Home;BAL;W
Preseason;4;Away;DAL;T
Regular Season;1;Away;WAS;W
Regular Season;2;Home;CAR;W
